Categories Final,Date Occurred,Crime_Count
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-03-23,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-03-24,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-03-25,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-03-26,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-03-27,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-03-29,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-02,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-03,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-05,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-07,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-08,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-09,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-10,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-12,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-13,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-14,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-19,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-20,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-23,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-27,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-04-29,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-05-02,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-05-03,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-05-04,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-05-05,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-05-14,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-05-15,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-05-16,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-05-20,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-05-22,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-05-24,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-05-26,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-05-28,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-05-31,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-06-01,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-06-02,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-06-06,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-06-07,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-06-11,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-06-13,5
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-06-16,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-06-17,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-06-18,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-06-22,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-06-23,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-06-26,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-06-29,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-06-30,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-04,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-05,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-08,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-10,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-11,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-12,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-15,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-17,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-19,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-21,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-22,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-23,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-24,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-25,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-27,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-28,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-29,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-07-31,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-03,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-04,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-05,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-07,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-08,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-11,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-13,4
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-14,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-15,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-17,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-20,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-21,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-24,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-27,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-28,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-30,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-08-31,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-03,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-04,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-06,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-07,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-08,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-09,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-10,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-13,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-14,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-15,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-16,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-18,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-20,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-22,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-23,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-24,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-25,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-27,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-29,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-09-30,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-01,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-05,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-06,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-09,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-10,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-11,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-12,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-15,4
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-16,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-17,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-19,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-20,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-21,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-22,4
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-24,4
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-25,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-29,4
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-30,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-10-31,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-11-01,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-11-05,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-11-06,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-11-12,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-11-14,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-11-15,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-11-17,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-11-21,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-11-27,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-11-28,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-11-29,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-02,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-03,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-04,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-06,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-07,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-09,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-10,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-13,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-14,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-15,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-16,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-17,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-19,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-26,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2016-12-28,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-01,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-02,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-04,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-07,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-08,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-09,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-10,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-11,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-12,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-13,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-16,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-17,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-18,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-21,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-23,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-26,4
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-27,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-29,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-01-31,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-02-01,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-02-05,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-02-09,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-02-12,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-02-14,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-02-17,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-02-19,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-02-25,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-02-26,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-02-28,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-01,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-04,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-05,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-10,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-14,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-15,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-16,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-17,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-19,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-20,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-21,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-24,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-28,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-29,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-03-31,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-01,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-03,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-04,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-05,5
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-06,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-07,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-08,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-09,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-10,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-13,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-14,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-15,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-16,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-19,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-20,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-22,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-23,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-24,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-27,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-29,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-04-30,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-04,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-06,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-07,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-09,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-12,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-13,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-14,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-18,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-22,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-23,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-26,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-27,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-28,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-29,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-05-31,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-06-02,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-06-06,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-06-09,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-06-10,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-06-12,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-06-13,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-06-14,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-06-17,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-06-18,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-06-21,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-06-22,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-06-23,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-06-25,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-06-27,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-07-03,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-07-04,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-07-05,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-07-06,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-07-12,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-07-15,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-07-17,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-07-18,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-07-19,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-07-20,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-07-29,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-07-30,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-08-06,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-08-07,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-08-12,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-08-14,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-08-17,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-08-18,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-08-23,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-08-25,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-08-27,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-08-28,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-08-30,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-08-31,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-03,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-04,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-07,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-09,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-10,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-12,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-13,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-14,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-15,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-16,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-17,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-19,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-21,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-22,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-24,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-28,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-09-29,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-01,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-05,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-06,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-07,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-12,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-14,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-15,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-16,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-17,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-18,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-19,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-20,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-21,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-22,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-23,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-24,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-28,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-10-29,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-01,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-02,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-05,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-07,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-09,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-10,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-13,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-17,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-18,4
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-19,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-20,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-21,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-22,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-23,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-24,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-26,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-11-30,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-04,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-05,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-06,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-10,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-11,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-12,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-13,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-14,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-15,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-16,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-21,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-24,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-26,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-28,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-29,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2017-12-31,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-01,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-06,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-09,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-10,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-11,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-13,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-16,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-18,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-19,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-21,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-22,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-23,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-24,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-26,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-27,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-28,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-01-30,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-02-01,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-02-03,2
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-02-06,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-02-09,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-02-10,3
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-02-12,1
MURDER AND NON-NEGLIGENT MANSLAUGHTER,2018-02-14,2
RAPE,2015-01-02,6
RAPE,2015-01-03,4
RAPE,2015-01-04,5
RAPE,2015-01-05,9
RAPE,2015-01-06,11
RAPE,2015-01-07,4
RAPE,2015-01-08,6
RAPE,2015-01-09,2
RAPE,2015-01-10,8
RAPE,2015-01-11,4
RAPE,2015-01-12,3
RAPE,2015-01-13,5
RAPE,2015-01-14,8
RAPE,2015-01-15,10
RAPE,2015-01-16,10
RAPE,2015-01-17,4
RAPE,2015-01-18,4
RAPE,2015-01-19,6
RAPE,2015-01-20,7
RAPE,2015-01-21,6
RAPE,2015-01-22,5
RAPE,2015-01-23,8
RAPE,2015-01-24,7
RAPE,2015-01-25,4
RAPE,2015-01-26,11
RAPE,2015-01-27,6
RAPE,2015-01-28,2
RAPE,2015-01-29,2
RAPE,2015-01-30,7
RAPE,2015-01-31,9
RAPE,2015-02-01,35
RAPE,2015-02-02,3
RAPE,2015-02-03,5
RAPE,2015-02-04,9
RAPE,2015-02-05,10
RAPE,2015-02-06,8
RAPE,2015-02-07,5
RAPE,2015-02-08,8
RAPE,2015-02-09,7
RAPE,2015-02-10,7
RAPE,2015-02-11,4
RAPE,2015-02-12,6
RAPE,2015-02-13,6
RAPE,2015-02-14,14
RAPE,2015-02-15,8
RAPE,2015-02-16,4
RAPE,2015-02-17,7
RAPE,2015-02-18,8
RAPE,2015-02-19,7
RAPE,2015-02-20,9
RAPE,2015-02-21,16
RAPE,2015-02-22,9
