Dispatch_Date,AGGRAVATED ASSAULT,MISC,MOTOR VEHICLE THEFT,BURGLARY,ARSON,ROBBERY,RAPE,DRUG OFFENSE,MURDER AND NON-NEGLIGENT MANSLAUGHTER
2010-06-29,100,323,177,47,1,18,4,53,0
2010-06-30,93,279,149,47,4,21,2,51,0
2010-07-01,83,289,152,31,1,24,4,73,2
2010-07-02,89,237,120,28,0,20,3,78,5
2010-07-03,106,284,122,30,1,17,2,67,1
2010-07-04,103,207,106,25,1,20,1,23,1
2010-07-05,102,173,125,27,0,27,5,30,0
2010-07-06,86,289,132,37,1,28,1,47,0
2010-07-07,85,273,157,35,1,23,5,54,1
2010-07-08,87,370,150,31,2,25,0,59,1
2010-07-09,76,228,145,28,3,21,2,51,2
2010-07-10,76,251,108,17,1,23,5,38,3
2010-07-11,100,218,126,29,0,28,2,34,2
2010-07-12,97,246,162,44,3,24,5,27,2
2010-07-13,86,261,142,28,0,23,4,59,0
2010-07-14,77,267,149,29,1,36,4,56,1
2010-07-15,107,276,147,31,1,28,1,63,1
2010-07-16,68,231,143,40,1,27,2,37,0
2010-07-17,102,209,129,16,1,30,4,77,2
2010-07-18,106,192,139,25,2,25,3,29,0
2010-07-19,100,209,174,42,1,28,7,22,1
2010-07-20,100,299,157,20,1,42,1,61,0
2010-07-21,108,331,136,27,1,21,2,74,1
2010-07-22,66,255,174,26,1,22,3,64,1
2010-07-23,110,264,145,39,2,37,0,66,0
2010-07-24,83,258,113,42,0,28,2,57,2
2010-07-25,90,198,113,27,0,32,1,24,1
2010-07-26,90,245,181,49,0,26,3,23,0
2010-07-27,125,376,140,34,2,17,2,54,1
2010-07-28,85,308,148,36,0,23,3,74,0
2010-07-29,91,306,152,23,0,14,1,56,1
2010-07-30,75,231,153,36,1,25,1,59,0
2010-07-31,95,225,121,32,4,25,2,60,0
2010-08-01,99,214,130,31,1,23,5,46,3
2010-08-02,91,227,160,44,0,25,4,22,1
2010-08-03,110,371,126,33,3,19,2,89,1
2010-08-04,102,336,162,41,0,27,0,88,2
2010-08-05,85,345,166,28,3,22,1,74,1
2010-08-06,102,231,129,35,2,33,1,58,0
2010-08-07,102,281,111,35,0,25,0,76,0
2010-08-08,107,247,118,19,3,28,2,44,1
2010-08-09,94,216,166,47,2,22,3,23,0
2010-08-10,97,265,169,41,4,17,4,55,1
2010-08-11,114,274,145,26,0,27,2,60,1
2010-08-12,89,259,142,44,2,17,4,52,0
2010-08-13,75,239,135,33,2,35,2,81,0
2010-08-14,83,252,107,29,1,23,1,56,1
2010-08-15,103,231,125,18,2,25,2,24,1
2010-08-16,107,271,163,32,0,27,4,34,1
2010-08-17,91,339,137,30,0,23,2,69,2
2010-08-18,74,314,143,27,1,30,2,68,2
2010-08-19,85,293,161,38,10,27,3,69,0
2010-08-20,83,249,179,42,2,28,3,51,0
2010-08-21,95,239,134,32,1,19,1,58,1
2010-08-22,92,223,98,21,3,25,4,36,0
2010-08-23,77,251,169,42,0,30,3,20,0
2010-08-24,87,277,157,40,2,22,3,63,1
2010-08-25,72,256,145,41,0,28,3,70,1
2010-08-26,96,227,165,28,1,37,5,50,2
2010-08-27,102,209,139,25,1,29,3,51,1
2010-08-28,105,266,123,29,1,17,2,58,1
2010-08-29,82,279,122,34,0,29,5,57,0
2010-08-30,80,247,182,31,1,22,3,31,1
2010-08-31,68,288,157,34,1,29,6,50,0
2010-09-01,104,279,143,21,0,25,4,58,2
2010-09-02,96,308,153,47,0,21,2,66,0
2010-09-03,93,254,146,34,0,18,1,70,2
2010-09-04,82,238,141,25,3,25,4,64,1
2010-09-05,97,165,100,22,2,14,2,26,1
2010-09-06,81,166,124,26,1,28,2,26,0
2010-09-07,81,227,146,40,2,24,4,63,0
2010-09-08,96,267,149,29,0,23,4,59,2
2010-09-09,73,231,130,35,0,21,4,56,4
2010-09-10,94,229,162,28,0,24,2,51,1
2010-09-11,91,310,146,23,0,23,4,59,1
2010-09-12,90,165,125,26,2,18,2,24,1
2010-09-13,85,164,168,41,2,15,3,31,0
2010-09-14,112,224,146,39,2,26,3,52,0
2010-09-15,96,241,148,36,1,24,1,61,0
2010-09-16,104,193,135,32,0,20,4,47,1
2010-09-17,109,224,143,28,1,24,1,72,1
2010-09-18,103,209,127,25,0,26,4,56,2
2010-09-19,115,176,122,23,0,28,6,30,0
2010-09-20,114,177,161,33,0,26,2,25,2
2010-09-21,93,194,148,37,2,27,1,47,0
2010-09-22,108,206,146,37,1,24,4,41,2
2010-09-23,96,191,133,32,2,22,2,46,1
2010-09-24,113,189,160,32,1,23,2,64,3
2010-09-25,97,184,132,30,2,23,3,48,3
2010-09-26,125,149,126,34,0,21,2,26,4
2010-09-27,82,207,180,54,0,31,5,21,0
2010-09-28,112,229,143,36,1,27,6,61,1
2010-09-29,105,223,167,41,0,28,2,68,2
2010-09-30,91,193,134,42,2,29,3,45,0
2010-10-01,88,188,148,28,0,28,1,44,1
2010-10-02,84,191,136,22,0,22,1,76,1
2010-10-03,88,195,130,26,0,23,1,32,1
2010-10-04,69,119,145,38,1,26,0,26,2
2010-10-05,88,167,132,35,1,23,3,40,0
2010-10-06,92,192,141,32,1,29,2,51,0
2010-10-07,103,226,127,26,2,28,1,62,0
2010-10-08,116,211,139,36,0,18,4,48,1
2010-10-09,101,216,114,30,1,27,2,56,0
2010-10-10,88,171,142,37,1,29,2,27,0
2010-10-11,84,190,139,38,3,25,3,41,1
2010-10-12,103,252,181,50,1,24,1,68,1
2010-10-13,92,236,144,30,2,24,2,52,1
2010-10-14,72,145,125,39,1,23,1,48,2
2010-10-15,78,167,149,36,1,34,6,50,1
2010-10-16,94,177,141,25,0,27,1,40,1
2010-10-17,87,202,138,27,0,23,0,21,0
2010-10-18,97,179,154,39,0,22,1,27,0
2010-10-19,78,210,140,34,1,28,5,72,0
2010-10-20,93,237,141,29,3,26,2,80,1
2010-10-21,86,214,146,30,1,20,1,66,1
2010-10-22,89,207,141,25,0,25,3,62,0
2010-10-23,94,230,147,34,0,19,3,81,3
2010-10-24,60,201,149,36,0,33,2,35,0
2010-10-25,86,192,179,34,2,42,5,28,1
2010-10-26,131,228,161,31,1,33,1,70,2
2010-10-27,110,240,131,37,4,27,2,65,0
2010-10-28,108,243,154,33,0,28,2,81,0
2010-10-29,98,194,133,21,1,25,2,74,0
2010-10-30,94,278,111,27,2,34,2,70,1
2010-10-31,81,252,126,26,0,20,0,27,1
2010-11-01,75,197,131,32,1,28,2,32,0
2010-11-02,69,215,127,35,0,23,2,55,1
2010-11-03,96,237,121,30,0,16,5,66,1
2010-11-04,51,176,115,28,0,22,2,50,0
2010-11-05,103,184,130,46,1,28,0,64,1
2010-11-06,88,207,118,35,0,23,4,65,1
2010-11-07,88,152,135,25,0,21,0,33,0
2010-11-08,81,177,132,44,0,20,4,31,0
2010-11-09,86,205,126,38,2,27,5,74,1
2010-11-10,108,263,158,31,3,25,3,69,0
2010-11-11,78,248,123,29,1,32,6,73,0
2010-11-12,109,219,142,33,1,24,3,67,0
2010-11-13,103,197,140,16,0,23,6,56,1
2010-11-14,101,208,98,33,2,17,3,35,1
2010-11-15,112,164,176,42,2,25,3,33,0
2010-11-16,93,168,121,33,1,26,4,53,0
2010-11-17,109,251,122,28,0,34,4,66,1
2010-11-18,85,272,135,33,1,34,3,68,2
2010-11-19,108,223,129,25,1,25,6,78,0
2010-11-20,92,228,150,23,4,33,6,56,0
2010-11-21,83,170,135,32,2,34,3,30,0
2010-11-22,90,183,161,43,2,30,4,27,1
2010-11-23,91,235,142,25,2,25,5,65,1
2010-11-24,98,212,151,42,2,26,0,63,0
2010-11-25,69,107,62,17,3,20,3,28,1
2010-11-26,55,168,130,34,2,22,2,54,0
2010-11-27,55,183,124,28,2,35,3,62,0
2010-11-28,87,152,98,28,2,26,4,54,1
2010-11-29,97,174,165,44,2,18,8,21,0
2010-11-30,85,225,147,36,2,32,1,77,0
2010-12-01,63,215,144,39,2,41,2,66,0
2010-12-02,95,192,123,29,1,20,4,68,0
2010-12-03,85,177,140,28,2,24,2,85,1
2010-12-04,64,225,113,28,0,23,0,69,0
2010-12-05,77,138,100,24,2,12,3,38,0
2010-12-06,61,176,135,38,4,33,4,25,0
2010-12-07,97,209,130,37,3,19,2,55,1
2010-12-08,72,186,144,38,0,21,1,57,3
2010-12-09,101,200,110,22,0,21,0,53,1
2010-12-10,90,183,128,38,1,26,4,49,1
2010-12-11,74,223,118,26,0,22,1,84,0
2010-12-12,60,137,121,23,1,17,1,26,0
2010-12-13,90,150,131,55,0,21,2,18,0
2010-12-14,89,170,126,26,1,21,0,43,0
2010-12-15,79,164,126,24,0,22,0,47,1
2010-12-16,62,108,105,33,0,20,1,42,0
2010-12-17,67,145,119,17,1,29,1,57,1
2010-12-18,72,160,108,23,1,31,2,59,0
2010-12-19,68,123,97,22,1,29,2,29,1
2010-12-20,91,156,135,37,1,12,1,26,2
2010-12-21,86,166,118,36,2,17,2,52,1
2010-12-22,80,196,139,34,0,19,1,50,2
2010-12-23,79,163,132,30,2,30,4,43,1
2010-12-24,75,118,105,29,1,19,1,36,2
2010-12-25,45,70,56,14,3,15,2,10,1
2010-12-26,56,58,61,24,3,14,3,20,1
2010-12-27,44,66,59,18,0,12,0,3,0
2010-12-28,57,132,96,34,0,16,2,26,0
2010-12-29,76,188,134,25,2,15,2,52,0
2010-12-30,77,199,110,27,0,20,3,47,1
2010-12-31,70,143,117,22,1,19,3,69,0
2011-01-01,117,177,76,29,1,22,6,40,1
2011-01-02,80,150,130,28,4,19,4,27,0
2011-01-03,93,167,162,36,2,18,5,31,1
2011-01-04,92,180,140,32,0,24,7,62,0
2011-01-05,86,207,157,42,0,26,8,53,0
2011-01-06,95,189,138,35,2,28,2,59,1
2011-01-07,72,175,136,26,0,25,2,55,1
2011-01-08,68,121,89,22,0,16,3,49,0
2011-01-09,67,106,76,21,3,21,0,18,0
2011-01-10,87,139,138,33,0,10,0,32,1
2011-01-11,87,169,108,26,2,25,0,54,0
2011-01-12,45,164,88,29,1,15,2,56,3
2011-01-13,85,169,101,31,0,21,4,58,0
2011-01-14,111,170,111,27,1,16,3,75,1
2011-01-15,72,162,104,22,0,16,2,80,2
2011-01-16,68,125,88,27,2,20,3,45,2
2011-01-17,73,131,115,36,0,24,2,28,4
2011-01-18,56,146,116,30,1,17,1,69,0
2011-01-19,90,198,134,31,4,22,2,91,8
2011-01-20,101,187,146,47,1,20,3,67,0
2011-01-21,85,185,107,37,0,16,0,47,0
2011-01-22,72,141,93,23,4,14,1,50,0
2011-01-23,72,126,91,16,2,26,1,33,0
2011-01-24,77,154,132,29,0,22,1,20,0
2011-01-25,85,207,147,36,6,16,2,70,0
2011-01-26,73,110,92,28,0,18,3,28,0
2011-01-27,52,89,46,10,1,9,1,16,0
2011-01-28,48,96,79,19,0,17,3,35,1
2011-01-29,67,164,86,15,0,19,0,52,2
2011-01-30,69,121,80,11,1,15,3,33,5
2011-01-31,76,168,129,33,0,25,3,24,1
2011-02-01,85,196,89,33,2,16,3,68,0
2011-02-02,72,156,88,27,0,22,0,69,1
2011-02-03,87,183,99,22,0,25,2,71,0
2011-02-04,90,161,100,29,0,14,2,60,0
2011-02-05,63,205,83,25,2,19,3,64,0
2011-02-06,84,149,76,18,2,9,3,47,0
2011-02-07,86,178,104,31,2,18,0,37,4
2011-02-08,71,177,113,24,1,12,2,65,1
2011-02-09,102,208,107,25,1,22,0,76,0
2011-02-10,89,153,99,29,2,24,2,67,0
2011-02-11,78,183,88,25,0,21,0,77,2
2011-02-12,97,212,101,29,1,23,2,89,1
2011-02-13,78,173,94,55,2,15,1,49,6
2011-02-14,85,174,97,29,2,24,0,38,2
2011-02-15,99,189,112,32,1,17,0,73,0
2011-02-16,97,211,130,38,1,19,3,45,1
2011-02-17,90,250,125,27,3,22,3,53,1
2011-02-18,93,235,109,27,0,11,1,84,0
2011-02-19,76,192,106,25,0,21,4,60,4
2011-02-20,73,177,116,19,1,20,0,38,4
2011-02-21,63,171,122,33,1,19,1,34,1
2011-02-22,66,212,122,25,0,13,1,66,1
2011-02-23,98,199,96,23,2,14,1,66,0
2011-02-24,76,209,126,31,1,24,1,53,0
2011-02-25,87,205,120,33,0,17,1,41,1
2011-02-26,80,231,118,23,2,26,1,88,1
2011-02-27,95,219,102,18,3,19,2,44,1
2011-02-28,107,200,125,43,2,17,2,26,2
2011-03-01,76,242,104,24,4,16,1,74,1
2011-03-02,98,227,99,20,0,15,1,81,0
2011-03-03,106,214,116,26,2,19,5,66,1
2011-03-04,100,220,103,25,0,14,2,89,0
2011-03-05,103,247,92,21,0,32,2,77,3
2011-03-06,96,203,94,25,0,14,7,42,0
2011-03-07,107,166,114,33,2,11,1,32,0
2011-03-08,134,217,114,35,1,16,2,62,1
2011-03-09,108,222,96,32,0,18,3,60,0
2011-03-10,96,182,107,35,2,21,1,53,0
2011-03-11,123,216,103,31,3,17,2,69,3
2011-03-12,103,268,115,27,1,28,2,80,0
2011-03-13,90,163,96,17,1,24,0,37,0
2011-03-14,98,203,132,28,2,13,4,30,0
2011-03-15,108,244,121,32,0,16,1,69,0
2011-03-16,110,247,118,26,0,18,0,45,0
2011-03-17,109,222,103,32,1,21,1,70,0
2011-03-18,122,276,124,35,2,23,2,52,0
2011-03-19,103,239,95,34,1,17,4,53,0
2011-03-20,121,141,108,31,1,10,4,35,0
2011-03-21,96,177,125,35,2,16,3,35,1
2011-03-22,119,257,129,31,1,20,1,77,1
2011-03-23,90,193,133,24,1,22,1,61,1
2011-03-24,100,244,114,36,2,20,2,68,1
2011-03-25,112,249,118,21,0,20,2,64,0
2011-03-26,102,170,111,26,4,17,2,63,0
2011-03-27,86,135,86,23,0,13,3,52,2
2011-03-28,90,172,135,30,2,15,1,30,1
2011-03-29,121,207,126,41,2,22,6,63,1
2011-03-30,120,205,114,31,2,21,0,66,1
2011-03-31,109,191,141,30,0,7,2,60,0
2011-04-01,90,169,128,30,3,24,0,62,0
2011-04-02,74,224,100,30,4,21,1,73,1
2011-04-03,89,197,102,12,2,19,3,48,3
2011-04-04,108,182,156,29,3,23,3,30,0
2011-04-05,95,207,99,44,1,16,3,64,0
2011-04-06,112,240,133,29,0,16,1,87,1
2011-04-07,112,293,122,35,1,21,3,74,1
2011-04-08,109,167,129,33,2,34,2,59,0
2011-04-09,88,209,121,37,2,22,3,71,1
2011-04-10,100,214,114,28,3,25,1,38,0
2011-04-11,113,178,133,29,4,21,2,26,0
2011-04-12,129,226,108,33,1,20,4,70,1
2011-04-13,157,238,131,31,0,17,4,69,1
2011-04-14,113,228,112,34,0,11,5,74,0
2011-04-15,116,239,131,19,0,18,0,87,1
2011-04-16,89,186,127,19,0,23,1,59,0
2011-04-17,85,183,115,17,2,24,1,41,0
2011-04-18,106,272,161,39,1,18,1,18,1
2011-04-19,100,351,128,37,1,20,3,74,0
2011-04-20,92,312,133,32,3,20,5,79,1
2011-04-21,92,287,119,29,1,24,2,61,2
2011-04-22,81,244,155,28,1,19,3,77,0
2011-04-23,96,169,116,31,4,24,1,63,0
2011-04-24,96,151,93,21,2,16,1,29,2
2011-04-25,104,182,137,40,1,18,2,29,1
2011-04-26,122,265,116,27,1,20,6,54,0
2011-04-27,133,256,127,36,2,19,2,56,1
2011-04-28,122,238,113,18,2,32,1,55,1
2011-04-29,122,199,106,20,1,27,2,63,0
2011-04-30,100,210,98,22,0,28,0,57,1
2011-05-01,86,219,98,15,0,31,0,40,3
2011-05-02,131,186,146,38,3,21,3,32,0
2011-05-03,119,300,162,37,1,35,2,84,0
2011-05-04,74,212,125,23,1,20,1,63,1
2011-05-05,84,238,139,27,1,17,3,57,0
2011-05-06,109,223,130,16,2,23,0,72,1
2011-05-07,94,213,140,28,3,18,2,66,1
2011-05-08,96,160,98,15,1,18,3,29,1
2011-05-09,118,182,142,41,1,26,1,20,1
2011-05-10,118,215,143,31,1,22,1,48,0
2011-05-11,138,254,157,36,1,27,1,59,2
2011-05-12,122,196,144,18,1,27,2,68,0
2011-05-13,115,226,153,22,0,24,3,64,1
2011-05-14,96,221,114,23,2,29,2,45,1
2011-05-15,89,170,122,22,1,19,1,34,2
2011-05-16,110,243,148,41,1,23,2,26,0
2011-05-17,88,198,132,32,0,25,0,48,0
2011-05-18,110,235,139,35,2,26,2,57,0
2011-05-19,98,186,127,22,0,24,1,59,1
2011-05-20,111,177,153,36,1,28,0,66,1
2011-05-21,108,224,126,39,0,24,2,41,1
2011-05-22,110,204,110,23,0,21,5,28,1
2011-05-23,99,157,159,38,0,29,4,25,2
2011-05-24,123,228,131,29,0,25,2,67,0
2011-05-25,116,258,152,37,1,13,1,62,1
2011-05-26,114,257,122,35,2,20,2,61,1
2011-05-27,114,215,143,33,2,18,2,70,1
2011-05-28,90,240,128,21,0,21,4,77,0
2011-05-29,109,220,105,29,2,18,3,29,0
2011-05-30,107,178,111,39,0,21,3,21,1
2011-05-31,106,224,145,43,0,29,3,43,0
2011-06-01,123,241,134,27,2,30,2,56,1
2011-06-02,109,245,152,35,1,27,2,57,0
2011-06-03,108,232,155,29,2,25,3,65,0
2011-06-04,106,239,113,29,0,30,0,51,0
2011-06-05,116,169,106,22,2,18,3,34,0
2011-06-06,101,191,144,45,1,17,6,26,1
2011-06-07,88,247,152,35,3,18,2,58,1
2011-06-08,97,259,135,29,1,16,4,50,0
2011-06-09,80,270,125,25,0,27,3,47,0
2011-06-10,107,209,154,41,1,24,1,52,1
2011-06-11,109,230,132,28,1,20,2,56,2
2011-06-12,108,147,110,43,1,16,0,24,3
2011-06-13,123,211,172,51,1,10,1,31,1
2011-06-14,118,225,159,35,5,17,3,75,0
2011-06-15,105,249,133,31,1,19,3,78,0
2011-06-16,99,243,133,37,2,27,3,47,1
2011-06-17,108,206,105,35,3,22,4,67,1
2011-06-18,123,239,113,37,1,23,3,57,2
2011-06-19,101,216,123,36,1,23,2,20,0
2011-06-20,119,213,145,36,2,14,3,17,2
2011-06-21,99,297,165,42,0,21,2,62,1
2011-06-22,109,237,175,23,1,25,3,53,2
2011-06-23,91,309,142,40,0,32,3,50,0
2011-06-24,114,264,157,33,1,33,1,77,2
2011-06-25,122,254,120,25,0,39,3,44,1
2011-06-26,87,221,113,28,1,29,2,19,5
2011-06-27,74,250,163,32,1,26,1,18,0
2011-06-28,111,307,147,40,0,28,4,50,2
2011-06-29,106,308,176,51,0,26,1,63,2
2011-06-30,92,284,137,37,1,22,1,61,1
2011-07-01,102,236,134,23,2,28,4,56,4
2011-07-02,109,264,115,25,3,20,6,54,2
2011-07-03,116,168,113,32,4,29,1,28,0
2011-07-04,102,162,117,30,1,13,3,21,0
2011-07-05,111,256,152,36,1,28,0,64,2
2011-07-06,93,261,152,37,1,22,3,62,1
2011-07-07,96,299,153,45,1,26,4,74,1
2011-07-08,75,222,134,29,2,30,2,56,1
2011-07-09,102,206,121,27,2,14,2,47,1
2011-07-10,120,188,122,28,0,17,1,23,1
2011-07-11,94,224,146,38,0,25,2,15,2
2011-07-12,104,238,145,35,3,14,4,59,1
2011-07-13,80,264,157,29,0,15,2,54,1
2011-07-14,102,252,141,43,2,20,3,48,0
2011-07-15,93,220,169,35,0,23,2,69,0
2011-07-16,82,222,128,27,0,15,3,58,0
2011-07-17,117,206,129,29,0,26,4,25,0
2011-07-18,115,222,174,43,0,25,1,20,2
2011-07-19,95,276,150,28,0,27,1,53,1
2011-07-20,86,297,174,36,4,15,4,75,0
2011-07-21,112,259,146,48,2,30,3,47,0
2011-07-22,91,199,129,35,3,27,4,37,1
2011-07-23,96,199,131,32,1,23,3,41,3
2011-07-24,85,174,120,25,1,27,3,33,2
2011-07-25,100,198,162,36,0,20,2,23,4
2011-07-26,100,236,159,42,1,18,4,69,1
2011-07-27,88,274,146,39,2,35,4,59,0
2011-07-28,90,248,152,41,0,34,1,54,1
2011-07-29,99,217,158,41,2,18,6,66,1
2011-07-30,76,213,130,32,2,20,1,46,1
2011-07-31,107,213,141,32,1,16,4,22,0
2011-08-01,73,198,134,45,1,23,1,21,0
2011-08-02,117,294,125,39,3,27,0,60,1
2011-08-03,85,259,154,33,2,28,4,48,3
2011-08-04,81,258,144,36,0,29,1,66,0
2011-08-05,87,228,144,44,2,21,3,53,0
2011-08-06,99,211,118,36,1,26,2,59,0
2011-08-07,108,189,126,32,0,16,2,23,1
2011-08-08,117,225,179,50,0,24,6,15,0
2011-08-09,82,314,145,32,0,27,1,48,0
2011-08-10,93,345,144,43,1,23,3,54,0
2011-08-11,97,298,146,36,3,25,0,53,0
2011-08-12,91,303,148,33,2,24,1,71,1
2011-08-13,79,231,125,33,2,25,3,70,0
2011-08-14,99,162,110,30,1,17,2,31,0
2011-08-15,91,294,137,40,0,21,4,25,1
2011-08-16,86,283,153,45,0,12,5,77,1
2011-08-17,104,335,152,35,2,21,1,60,0
2011-08-18,100,225,144,43,3,33,4,49,0
2011-08-19,67,185,155,38,1,22,2,60,0
2011-08-20,96,233,124,22,0,22,2,55,0
2011-08-21,80,194,97,35,2,28,2,23,0
2011-08-22,94,233,162,45,1,18,0,16,0
2011-08-23,79,245,140,40,1,29,1,60,1
2011-08-24,80,224,149,33,1,26,2,67,0
2011-08-25,76,213,128,42,0,31,3,40,1
2011-08-26,101,207,129,42,1,16,1,63,1
2011-08-27,101,140,92,32,0,19,2,31,0
2011-08-28,63,95,96,31,2,15,3,20,2
2011-08-29,91,195,167,68,0,44,1,23,1
2011-08-30,99,303,149,51,1,17,3,47,2
2011-08-31,88,245,137,39,2,22,1,51,2
2011-09-01,100,250,166,39,1,21,1,70,0
2011-09-02,82,256,134,33,2,27,1,62,2
2011-09-03,101,215,139,27,2,19,2,67,0
2011-09-04,105,180,126,29,1,17,1,31,1
2011-09-05,113,150,133,31,4,23,1,31,3
2011-09-06,66,156,135,53,1,23,5,50,4
2011-09-07,68,225,152,30,2,27,4,63,2
2011-09-08,96,199,142,39,2,24,2,58,2
2011-09-09,99,200,132,35,0,27,0,80,1
2011-09-10,111,244,123,28,2,35,3,60,1
2011-09-11,122,189,112,21,2,34,3,24,5
2011-09-12,97,157,178,40,2,23,4,20,0
2011-09-13,104,212,169,46,3,25,5,45,2
2011-09-14,105,223,151,48,5,28,3,67,0
2011-09-15,96,186,155,31,4,22,2,58,0
2011-09-16,98,217,147,24,1,20,4,73,0
2011-09-17,79,217,144,22,3,26,4,48,0
2011-09-18,87,163,131,27,0,29,6,19,0
2011-09-19,97,183,149,50,4,26,3,22,0
2011-09-20,104,223,138,44,2,26,4,61,1
2011-09-21,111,239,145,46,3,20,0,58,0
2011-09-22,98,244,144,50,3,29,0,60,0
2011-09-23,110,167,131,40,0,37,5,47,2
2011-09-24,102,200,124,43,1,22,1,59,0
2011-09-25,120,169,136,34,3,29,5,18,1
2011-09-26,121,173,167,45,0,33,2,27,1
2011-09-27,117,225,161,35,2,26,3,52,0
2011-09-28,114,219,168,39,1,18,0,56,3
2011-09-29,82,240,142,34,4,24,1,67,1
2011-09-30,93,190,158,39,4,28,0,65,4
2011-10-01,91,204,112,36,1,25,3,58,3
2011-10-02,69,118,88,32,1,34,3,15,2
2011-10-03,73,164,143,40,3,21,1,18,1
2011-10-04,81,170,130,30,1,26,5,53,3
2011-10-05,100,184,107,39,3,17,2,51,1
2011-10-06,104,225,134,37,3,27,5,52,0
2011-10-07,87,162,116,34,1,24,1,33,0
2011-10-08,100,218,124,24,2,26,2,48,3
2011-10-09,108,157,122,35,0,19,2,24,0
2011-10-10,77,181,148,43,1,24,4,19,2
2011-10-11,91,210,141,51,2,19,1,49,0
2011-10-12,98,184,141,48,2,20,3,48,0
2011-10-13,105,198,137,35,2,23,1,59,1
2011-10-14,91,206,143,36,0,15,4,48,0
2011-10-15,100,221,135,29,1,28,6,52,1
2011-10-16,77,165,107,31,3,21,3,23,1
2011-10-17,95,187,164,40,3,23,3,21,3
2011-10-18,117,232,132,41,0,24,6,69,1
2011-10-19,104,189,149,34,0,26,3,52,1
2011-10-20,105,214,153,26,0,14,2,54,1
2011-10-21,111,171,139,35,0,23,2,66,1
2011-10-22,86,192,125,32,3,23,2,68,1
2011-10-23,82,190,123,32,2,30,2,33,0
2011-10-24,104,155,166,39,5,25,0,18,2
2011-10-25,95,220,140,54,4,27,2,67,3
2011-10-26,113,212,138,44,2,26,2,57,0
2011-10-27,78,177,136,34,0,20,0,47,1
2011-10-28,96,152,147,34,3,21,2,56,0
2011-10-29,67,135,107,27,2,21,0,30,1
2011-10-30,85,146,117,34,2,22,2,20,0
2011-10-31,84,184,159,51,4,20,1,10,0
2011-11-01,86,202,160,34,4,22,4,57,1
2011-11-02,79,214,122,30,5,24,3,49,0
2011-11-03,98,222,110,19,1,19,3,54,0
2011-11-04,87,189,135,36,2,16,2,57,1
2011-11-05,73,164,113,25,1,14,3,46,1
2011-11-06,113,170,121,33,1,23,3,23,0
2011-11-07,103,164,167,44,3,28,2,35,0
2011-11-08,83,208,129,52,3,24,3,45,0
2011-11-09,114,234,131,34,1,30,1,55,1
2011-11-10,89,226,131,39,2,28,1,50,1
2011-11-11,83,210,140,24,2,23,3,52,1
2011-11-12,100,168,146,35,1,24,3,54,1
2011-11-13,92,153,92,30,0,20,1,37,1
2011-11-14,101,190,141,48,0,37,1,36,2
2011-11-15,105,184,143,31,4,28,5,64,0
2011-11-16,113,164,140,44,2,20,5,35,1
2011-11-17,83,192,133,46,0,22,6,41,1
2011-11-18,88,176,130,31,3,25,1,40,1
2011-11-19,78,197,124,32,1,35,2,48,2
2011-11-20,98,163,131,32,1,27,0,35,0
2011-11-21,95,155,163,47,0,32,5,24,0
2011-11-22,74,152,120,39,0,28,1,36,1
2011-11-23,95,156,123,35,0,31,2,40,1
2011-11-24,72,79,62,27,2,17,0,16,0
2011-11-25,77,172,138,49,2,29,3,52,1
2011-11-26,83,216,123,36,1,17,0,57,1
2011-11-27,68,199,137,28,5,19,1,31,2
2011-11-28,109,166,162,48,5,35,1,20,0
2011-11-29,104,156,160,47,5,31,4,26,0
2011-11-30,73,183,121,35,2,31,0,31,1
2011-12-01,84,161,144,33,3,35,3,56,0
2011-12-02,96,177,129,37,3,32,1,42,2
2011-12-03,63,182,131,33,0,20,1,57,1
2011-12-04,81,153,101,28,3,21,5,28,0
2011-12-05,92,185,144,37,1,20,4,27,1
2011-12-06,93,206,151,35,1,21,2,63,0
2011-12-07,78,163,105,33,0,26,4,41,2
2011-12-08,110,181,142,16,0,16,3,52,0
2011-12-09,86,177,121,49,1,18,3,55,0
2011-12-10,75,205,131,29,3,23,1,62,3
2011-12-11,74,132,109,24,2,17,4,30,0
2011-12-12,106,142,122,33,3,26,3,23,0
2011-12-13,91,173,150,26,1,28,3,55,1
2011-12-14,87,184,129,35,4,28,4,60,1
2011-12-15,88,191,146,42,1,33,3,39,1
2011-12-16,96,190,144,31,3,23,3,48,0
2011-12-17,88,150,119,31,4,23,4,42,1
2011-12-18,72,124,95,28,4,19,2,18,2
2011-12-19,96,165,127,39,1,22,0,24,0
2011-12-20,84,186,140,41,4,21,1,45,2
2011-12-21,85,164,119,38,2,39,2,52,0
2011-12-22,105,197,141,46,1,36,2,54,0
2011-12-23,83,160,149,33,0,36,2,43,2
2011-12-24,72,127,111,30,1,19,1,30,0
2011-12-25,66,67,52,19,1,13,3,6,1
2011-12-26,72,122,110,39,1,26,2,19,1
2011-12-27,51,181,92,42,1,27,3,35,0
2011-12-28,69,174,128,39,8,33,2,43,1
2011-12-29,76,184,125,36,2,28,2,39,1
2011-12-30,92,174,110,42,2,26,1,51,1
2011-12-31,75,159,103,26,1,18,1,43,2
2012-01-01,124,156,92,31,4,23,4,30,4
2012-01-02,70,144,121,39,4,30,1,14,0
2012-01-03,99,174,118,41,3,24,1,47,1
2012-01-04,74,174,99,38,1,17,0,50,0
