Dispatch_Date,AGGRAVATED ASSAULT,MISC,MOTOR VEHICLE THEFT,BURGLARY,ARSON,ROBBERY,RAPE,DRUG OFFENSE,MURDER AND NON-NEGLIGENT MANSLAUGHTER
7/7/2010,85,273,157,35,1,23,5,54,1
7/8/2010,87,370,150,31,2,25,0,59,1
7/9/2010,76,228,145,28,3,21,2,51,2
7/10/2010,76,251,108,17,1,23,5,38,3
7/11/2010,100,218,126,29,0,28,2,34,2
7/12/2010,97,246,162,44,3,24,5,27,2
7/13/2010,86,261,142,28,0,23,4,59,0
7/14/2010,77,267,149,29,1,36,4,56,1
7/15/2010,107,276,147,31,1,28,1,63,1
7/16/2010,68,231,143,40,1,27,2,37,0
7/17/2010,102,209,129,16,1,30,4,77,2
7/18/2010,106,192,139,25,2,25,3,29,0
7/19/2010,100,209,174,42,1,28,7,22,1
7/20/2010,100,299,157,20,1,42,1,61,0
7/21/2010,108,331,136,27,1,21,2,74,1
7/22/2010,66,255,174,26,1,22,3,64,1
7/23/2010,110,264,145,39,2,37,0,66,0
7/24/2010,83,258,113,42,0,28,2,57,2
7/25/2010,90,198,113,27,0,32,1,24,1
7/26/2010,90,245,181,49,0,26,3,23,0
7/27/2010,125,376,140,34,2,17,2,54,1
7/28/2010,85,308,148,36,0,23,3,74,0
7/29/2010,91,306,152,23,0,14,1,56,1
7/30/2010,75,231,153,36,1,25,1,59,0
7/31/2010,95,225,121,32,4,25,2,60,0
8/1/2010,99,214,130,31,1,23,5,46,3
8/2/2010,91,227,160,44,0,25,4,22,1
8/3/2010,110,371,126,33,3,19,2,89,1
8/4/2010,102,336,162,41,0,27,0,88,2
8/5/2010,85,345,166,28,3,22,1,74,1
8/6/2010,102,231,129,35,2,33,1,58,0
8/7/2010,102,281,111,35,0,25,0,76,0
8/8/2010,107,247,118,19,3,28,2,44,1
8/9/2010,94,216,166,47,2,22,3,23,0
8/10/2010,97,265,169,41,4,17,4,55,1
8/11/2010,114,274,145,26,0,27,2,60,1
8/12/2010,89,259,142,44,2,17,4,52,0
8/13/2010,75,239,135,33,2,35,2,81,0
8/14/2010,83,252,107,29,1,23,1,56,1
8/15/2010,103,231,125,18,2,25,2,24,1
8/16/2010,107,271,163,32,0,27,4,34,1
8/17/2010,91,339,137,30,0,23,2,69,2
8/18/2010,74,314,143,27,1,30,2,68,2
8/19/2010,85,293,161,38,10,27,3,69,0
8/20/2010,83,249,179,42,2,28,3,51,0
8/21/2010,95,239,134,32,1,19,1,58,1
8/22/2010,92,223,98,21,3,25,4,36,0
8/23/2010,77,251,169,42,0,30,3,20,0
8/24/2010,87,277,157,40,2,22,3,63,1
8/25/2010,72,256,145,41,0,28,3,70,1
8/26/2010,96,227,165,28,1,37,5,50,2
8/27/2010,102,209,139,25,1,29,3,51,1
8/28/2010,105,266,123,29,1,17,2,58,1
8/29/2010,82,279,122,34,0,29,5,57,0
8/30/2010,80,247,182,31,1,22,3,31,1
8/31/2010,68,288,157,34,1,29,6,50,0
9/1/2010,104,279,143,21,0,25,4,58,2
9/2/2010,96,308,153,47,0,21,2,66,0
9/3/2010,93,254,146,34,0,18,1,70,2
9/4/2010,82,238,141,25,3,25,4,64,1
9/5/2010,97,165,100,22,2,14,2,26,1
9/6/2010,81,166,124,26,1,28,2,26,0
9/7/2010,81,227,146,40,2,24,4,63,0
9/8/2010,96,267,149,29,0,23,4,59,2
9/9/2010,73,231,130,35,0,21,4,56,4
9/10/2010,94,229,162,28,0,24,2,51,1
9/11/2010,91,310,146,23,0,23,4,59,1
9/12/2010,90,165,125,26,2,18,2,24,1
9/13/2010,85,164,168,41,2,15,3,31,0
9/14/2010,112,224,146,39,2,26,3,52,0
9/15/2010,96,241,148,36,1,24,1,61,0
9/16/2010,104,193,135,32,0,20,4,47,1
9/17/2010,109,224,143,28,1,24,1,72,1
9/18/2010,103,209,127,25,0,26,4,56,2
9/19/2010,115,176,122,23,0,28,6,30,0
9/20/2010,114,177,161,33,0,26,2,25,2
9/21/2010,93,194,148,37,2,27,1,47,0
9/22/2010,108,206,146,37,1,24,4,41,2
9/23/2010,96,191,133,32,2,22,2,46,1
9/24/2010,113,189,160,32,1,23,2,64,3
9/25/2010,97,184,132,30,2,23,3,48,3
9/26/2010,125,149,126,34,0,21,2,26,4
9/27/2010,82,207,180,54,0,31,5,21,0
9/28/2010,112,229,143,36,1,27,6,61,1
9/29/2010,105,223,167,41,0,28,2,68,2
9/30/2010,91,193,134,42,2,29,3,45,0
10/1/2010,88,188,148,28,0,28,1,44,1
10/2/2010,84,191,136,22,0,22,1,76,1
10/3/2010,88,195,130,26,0,23,1,32,1
10/4/2010,69,119,145,38,1,26,0,26,2
10/5/2010,88,167,132,35,1,23,3,40,0
10/6/2010,92,192,141,32,1,29,2,51,0
10/7/2010,103,226,127,26,2,28,1,62,0
10/8/2010,116,211,139,36,0,18,4,48,1
10/9/2010,101,216,114,30,1,27,2,56,0
10/10/2010,88,171,142,37,1,29,2,27,0
10/11/2010,84,190,139,38,3,25,3,41,1
10/12/2010,103,252,181,50,1,24,1,68,1
10/13/2010,92,236,144,30,2,24,2,52,1
10/14/2010,72,145,125,39,1,23,1,48,2
10/15/2010,78,167,149,36,1,34,6,50,1
10/16/2010,94,177,141,25,0,27,1,40,1
10/17/2010,87,202,138,27,0,23,0,21,0
10/18/2010,97,179,154,39,0,22,1,27,0
10/19/2010,78,210,140,34,1,28,5,72,0
10/20/2010,93,237,141,29,3,26,2,80,1
10/21/2010,86,214,146,30,1,20,1,66,1
10/22/2010,89,207,141,25,0,25,3,62,0
10/23/2010,94,230,147,34,0,19,3,81,3
10/24/2010,60,201,149,36,0,33,2,35,0
10/25/2010,86,192,179,34,2,42,5,28,1
10/26/2010,131,228,161,31,1,33,1,70,2
10/27/2010,110,240,131,37,4,27,2,65,0
10/28/2010,108,243,154,33,0,28,2,81,0
10/29/2010,98,194,133,21,1,25,2,74,0
10/30/2010,94,278,111,27,2,34,2,70,1
10/31/2010,81,252,126,26,0,20,0,27,1
11/1/2010,75,197,131,32,1,28,2,32,0
11/2/2010,69,215,127,35,0,23,2,55,1
11/3/2010,96,237,121,30,0,16,5,66,1
11/4/2010,51,176,115,28,0,22,2,50,0
11/5/2010,103,184,130,46,1,28,0,64,1
11/6/2010,88,207,118,35,0,23,4,65,1
11/7/2010,88,152,135,25,0,21,0,33,0
11/8/2010,81,177,132,44,0,20,4,31,0
11/9/2010,86,205,126,38,2,27,5,74,1
11/10/2010,108,263,158,31,3,25,3,69,0
11/11/2010,78,248,123,29,1,32,6,73,0
11/12/2010,109,219,142,33,1,24,3,67,0
11/13/2010,103,197,140,16,0,23,6,56,1
11/14/2010,101,208,98,33,2,17,3,35,1
11/15/2010,112,164,176,42,2,25,3,33,0
11/16/2010,93,168,121,33,1,26,4,53,0
11/17/2010,109,251,122,28,0,34,4,66,1
11/18/2010,85,272,135,33,1,34,3,68,2
11/19/2010,108,223,129,25,1,25,6,78,0
11/20/2010,92,228,150,23,4,33,6,56,0
11/21/2010,83,170,135,32,2,34,3,30,0
11/22/2010,90,183,161,43,2,30,4,27,1
11/23/2010,91,235,142,25,2,25,5,65,1
11/24/2010,98,212,151,42,2,26,0,63,0
11/25/2010,69,107,62,17,3,20,3,28,1
11/26/2010,55,168,130,34,2,22,2,54,0
11/27/2010,55,183,124,28,2,35,3,62,0
11/28/2010,87,152,98,28,2,26,4,54,1
11/29/2010,97,174,165,44,2,18,8,21,0
11/30/2010,85,225,147,36,2,32,1,77,0
12/1/2010,63,215,144,39,2,41,2,66,0
12/2/2010,95,192,123,29,1,20,4,68,0
12/3/2010,85,177,140,28,2,24,2,85,1
12/4/2010,64,225,113,28,0,23,0,69,0
12/5/2010,77,138,100,24,2,12,3,38,0
12/6/2010,61,176,135,38,4,33,4,25,0
12/7/2010,97,209,130,37,3,19,2,55,1
12/8/2010,72,186,144,38,0,21,1,57,3
12/9/2010,101,200,110,22,0,21,0,53,1
12/10/2010,90,183,128,38,1,26,4,49,1
12/11/2010,74,223,118,26,0,22,1,84,0
12/12/2010,60,137,121,23,1,17,1,26,0
12/13/2010,90,150,131,55,0,21,2,18,0
12/14/2010,89,170,126,26,1,21,0,43,0
12/15/2010,79,164,126,24,0,22,0,47,1
12/16/2010,62,108,105,33,0,20,1,42,0
12/17/2010,67,145,119,17,1,29,1,57,1
12/18/2010,72,160,108,23,1,31,2,59,0
12/19/2010,68,123,97,22,1,29,2,29,1
12/20/2010,91,156,135,37,1,12,1,26,2
12/21/2010,86,166,118,36,2,17,2,52,1
12/22/2010,80,196,139,34,0,19,1,50,2
12/23/2010,79,163,132,30,2,30,4,43,1
12/24/2010,75,118,105,29,1,19,1,36,2
12/25/2010,45,70,56,14,3,15,2,10,1
12/26/2010,56,58,61,24,3,14,3,20,1
12/27/2010,44,66,59,18,0,12,0,3,0
12/28/2010,57,132,96,34,0,16,2,26,0
12/29/2010,76,188,134,25,2,15,2,52,0
12/30/2010,77,199,110,27,0,20,3,47,1
12/31/2010,70,143,117,22,1,19,3,69,0
1/1/2011,117,177,76,29,1,22,6,40,1
1/2/2011,80,150,130,28,4,19,4,27,0
1/3/2011,93,167,162,36,2,18,5,31,1
1/4/2011,92,180,140,32,0,24,7,62,0
1/5/2011,86,207,157,42,0,26,8,53,0
1/6/2011,95,189,138,35,2,28,2,59,1
1/7/2011,72,175,136,26,0,25,2,55,1
1/8/2011,68,121,89,22,0,16,3,49,0
1/9/2011,67,106,76,21,3,21,0,18,0
1/10/2011,87,139,138,33,0,10,0,32,1
1/11/2011,87,169,108,26,2,25,0,54,0
1/12/2011,45,164,88,29,1,15,2,56,3
1/13/2011,85,169,101,31,0,21,4,58,0
1/14/2011,111,170,111,27,1,16,3,75,1
1/15/2011,72,162,104,22,0,16,2,80,2
1/16/2011,68,125,88,27,2,20,3,45,2
1/17/2011,73,131,115,36,0,24,2,28,4
1/18/2011,56,146,116,30,1,17,1,69,0
1/19/2011,90,198,134,31,4,22,2,91,8
1/20/2011,101,187,146,47,1,20,3,67,0
1/21/2011,85,185,107,37,0,16,0,47,0
1/22/2011,72,141,93,23,4,14,1,50,0
1/23/2011,72,126,91,16,2,26,1,33,0
1/24/2011,77,154,132,29,0,22,1,20,0
1/25/2011,85,207,147,36,6,16,2,70,0
1/26/2011,73,110,92,28,0,18,3,28,0
1/27/2011,52,89,46,10,1,9,1,16,0
1/28/2011,48,96,79,19,0,17,3,35,1
1/29/2011,67,164,86,15,0,19,0,52,2
1/30/2011,69,121,80,11,1,15,3,33,5
1/31/2011,76,168,129,33,0,25,3,24,1
2/1/2011,85,196,89,33,2,16,3,68,0
2/2/2011,72,156,88,27,0,22,0,69,1
2/3/2011,87,183,99,22,0,25,2,71,0
2/4/2011,90,161,100,29,0,14,2,60,0
2/5/2011,63,205,83,25,2,19,3,64,0
2/6/2011,84,149,76,18,2,9,3,47,0
2/7/2011,86,178,104,31,2,18,0,37,4
2/8/2011,71,177,113,24,1,12,2,65,1
2/9/2011,102,208,107,25,1,22,0,76,0
2/10/2011,89,153,99,29,2,24,2,67,0
2/11/2011,78,183,88,25,0,21,0,77,2
2/12/2011,97,212,101,29,1,23,2,89,1
2/13/2011,78,173,94,55,2,15,1,49,6
2/14/2011,85,174,97,29,2,24,0,38,2
2/15/2011,99,189,112,32,1,17,0,73,0
2/16/2011,97,211,130,38,1,19,3,45,1
2/17/2011,90,250,125,27,3,22,3,53,1
2/18/2011,93,235,109,27,0,11,1,84,0
2/19/2011,76,192,106,25,0,21,4,60,4
2/20/2011,73,177,116,19,1,20,0,38,4
2/21/2011,63,171,122,33,1,19,1,34,1
2/22/2011,66,212,122,25,0,13,1,66,1
2/23/2011,98,199,96,23,2,14,1,66,0
2/24/2011,76,209,126,31,1,24,1,53,0
2/25/2011,87,205,120,33,0,17,1,41,1
2/26/2011,80,231,118,23,2,26,1,88,1
2/27/2011,95,219,102,18,3,19,2,44,1
2/28/2011,107,200,125,43,2,17,2,26,2
3/1/2011,76,242,104,24,4,16,1,74,1
3/2/2011,98,227,99,20,0,15,1,81,0
3/3/2011,106,214,116,26,2,19,5,66,1
3/4/2011,100,220,103,25,0,14,2,89,0
3/5/2011,103,247,92,21,0,32,2,77,3
3/6/2011,96,203,94,25,0,14,7,42,0
3/7/2011,107,166,114,33,2,11,1,32,0
3/8/2011,134,217,114,35,1,16,2,62,1
3/9/2011,108,222,96,32,0,18,3,60,0
3/10/2011,96,182,107,35,2,21,1,53,0
3/11/2011,123,216,103,31,3,17,2,69,3
3/12/2011,103,268,115,27,1,28,2,80,0
3/13/2011,90,163,96,17,1,24,0,37,0
3/14/2011,98,203,132,28,2,13,4,30,0
3/15/2011,108,244,121,32,0,16,1,69,0
3/16/2011,110,247,118,26,0,18,0,45,0
3/17/2011,109,222,103,32,1,21,1,70,0
3/18/2011,122,276,124,35,2,23,2,52,0
3/19/2011,103,239,95,34,1,17,4,53,0
3/20/2011,121,141,108,31,1,10,4,35,0
3/21/2011,96,177,125,35,2,16,3,35,1
3/22/2011,119,257,129,31,1,20,1,77,1
3/23/2011,90,193,133,24,1,22,1,61,1
3/24/2011,100,244,114,36,2,20,2,68,1
3/25/2011,112,249,118,21,0,20,2,64,0
3/26/2011,102,170,111,26,4,17,2,63,0
3/27/2011,86,135,86,23,0,13,3,52,2
3/28/2011,90,172,135,30,2,15,1,30,1
3/29/2011,121,207,126,41,2,22,6,63,1
3/30/2011,120,205,114,31,2,21,0,66,1
3/31/2011,109,191,141,30,0,7,2,60,0
4/1/2011,90,169,128,30,3,24,0,62,0
4/2/2011,74,224,100,30,4,21,1,73,1
4/3/2011,89,197,102,12,2,19,3,48,3
4/4/2011,108,182,156,29,3,23,3,30,0
4/5/2011,95,207,99,44,1,16,3,64,0
4/6/2011,112,240,133,29,0,16,1,87,1
4/7/2011,112,293,122,35,1,21,3,74,1
4/8/2011,109,167,129,33,2,34,2,59,0
4/9/2011,88,209,121,37,2,22,3,71,1
4/10/2011,100,214,114,28,3,25,1,38,0
4/11/2011,113,178,133,29,4,21,2,26,0
4/12/2011,129,226,108,33,1,20,4,70,1
4/13/2011,157,238,131,31,0,17,4,69,1
4/14/2011,113,228,112,34,0,11,5,74,0
4/15/2011,116,239,131,19,0,18,0,87,1
4/16/2011,89,186,127,19,0,23,1,59,0
4/17/2011,85,183,115,17,2,24,1,41,0
4/18/2011,106,272,161,39,1,18,1,18,1
4/19/2011,100,351,128,37,1,20,3,74,0
4/20/2011,92,312,133,32,3,20,5,79,1
4/21/2011,92,287,119,29,1,24,2,61,2
4/22/2011,81,244,155,28,1,19,3,77,0
4/23/2011,96,169,116,31,4,24,1,63,0
4/24/2011,96,151,93,21,2,16,1,29,2
4/25/2011,104,182,137,40,1,18,2,29,1
4/26/2011,122,265,116,27,1,20,6,54,0
4/27/2011,133,256,127,36,2,19,2,56,1
4/28/2011,122,238,113,18,2,32,1,55,1
4/29/2011,122,199,106,20,1,27,2,63,0
4/30/2011,100,210,98,22,0,28,0,57,1
5/1/2011,86,219,98,15,0,31,0,40,3
5/2/2011,131,186,146,38,3,21,3,32,0
5/3/2011,119,300,162,37,1,35,2,84,0
5/4/2011,74,212,125,23,1,20,1,63,1
5/5/2011,84,238,139,27,1,17,3,57,0
5/6/2011,109,223,130,16,2,23,0,72,1
5/7/2011,94,213,140,28,3,18,2,66,1
5/8/2011,96,160,98,15,1,18,3,29,1
5/9/2011,118,182,142,41,1,26,1,20,1
5/10/2011,118,215,143,31,1,22,1,48,0
5/11/2011,138,254,157,36,1,27,1,59,2
5/12/2011,122,196,144,18,1,27,2,68,0
5/13/2011,115,226,153,22,0,24,3,64,1
5/14/2011,96,221,114,23,2,29,2,45,1
5/15/2011,89,170,122,22,1,19,1,34,2
5/16/2011,110,243,148,41,1,23,2,26,0
5/17/2011,88,198,132,32,0,25,0,48,0
5/18/2011,110,235,139,35,2,26,2,57,0
5/19/2011,98,186,127,22,0,24,1,59,1
5/20/2011,111,177,153,36,1,28,0,66,1
5/21/2011,108,224,126,39,0,24,2,41,1
5/22/2011,110,204,110,23,0,21,5,28,1
5/23/2011,99,157,159,38,0,29,4,25,2
5/24/2011,123,228,131,29,0,25,2,67,0
5/25/2011,116,258,152,37,1,13,1,62,1
5/26/2011,114,257,122,35,2,20,2,61,1
5/27/2011,114,215,143,33,2,18,2,70,1
5/28/2011,90,240,128,21,0,21,4,77,0
5/29/2011,109,220,105,29,2,18,3,29,0
5/30/2011,107,178,111,39,0,21,3,21,1
5/31/2011,106,224,145,43,0,29,3,43,0
6/1/2011,123,241,134,27,2,30,2,56,1
6/2/2011,109,245,152,35,1,27,2,57,0
6/3/2011,108,232,155,29,2,25,3,65,0
6/4/2011,106,239,113,29,0,30,0,51,0
6/5/2011,116,169,106,22,2,18,3,34,0
6/6/2011,101,191,144,45,1,17,6,26,1
6/7/2011,88,247,152,35,3,18,2,58,1
6/8/2011,97,259,135,29,1,16,4,50,0
6/9/2011,80,270,125,25,0,27,3,47,0
6/10/2011,107,209,154,41,1,24,1,52,1
6/11/2011,109,230,132,28,1,20,2,56,2
6/12/2011,108,147,110,43,1,16,0,24,3
6/13/2011,123,211,172,51,1,10,1,31,1
6/14/2011,118,225,159,35,5,17,3,75,0
6/15/2011,105,249,133,31,1,19,3,78,0
6/16/2011,99,243,133,37,2,27,3,47,1
6/17/2011,108,206,105,35,3,22,4,67,1
6/18/2011,123,239,113,37,1,23,3,57,2
6/19/2011,101,216,123,36,1,23,2,20,0
6/20/2011,119,213,145,36,2,14,3,17,2
6/21/2011,99,297,165,42,0,21,2,62,1
6/22/2011,109,237,175,23,1,25,3,53,2
6/23/2011,91,309,142,40,0,32,3,50,0
6/24/2011,114,264,157,33,1,33,1,77,2
6/25/2011,122,254,120,25,0,39,3,44,1
6/26/2011,87,221,113,28,1,29,2,19,5
6/27/2011,74,250,163,32,1,26,1,18,0
6/28/2011,111,307,147,40,0,28,4,50,2
6/29/2011,106,308,176,51,0,26,1,63,2
6/30/2011,92,284,137,37,1,22,1,61,1
7/1/2011,102,236,134,23,2,28,4,56,4
7/2/2011,109,264,115,25,3,20,6,54,2
7/3/2011,116,168,113,32,4,29,1,28,0
7/4/2011,102,162,117,30,1,13,3,21,0
7/5/2011,111,256,152,36,1,28,0,64,2
7/6/2011,93,261,152,37,1,22,3,62,1
7/7/2011,96,299,153,45,1,26,4,74,1
7/8/2011,75,222,134,29,2,30,2,56,1
7/9/2011,102,206,121,27,2,14,2,47,1
7/10/2011,120,188,122,28,0,17,1,23,1
7/11/2011,94,224,146,38,0,25,2,15,2
7/12/2011,104,238,145,35,3,14,4,59,1
7/13/2011,80,264,157,29,0,15,2,54,1
7/14/2011,102,252,141,43,2,20,3,48,0
7/15/2011,93,220,169,35,0,23,2,69,0
7/16/2011,82,222,128,27,0,15,3,58,0
7/17/2011,117,206,129,29,0,26,4,25,0
7/18/2011,115,222,174,43,0,25,1,20,2
7/19/2011,95,276,150,28,0,27,1,53,1
7/20/2011,86,297,174,36,4,15,4,75,0
7/21/2011,112,259,146,48,2,30,3,47,0
7/22/2011,91,199,129,35,3,27,4,37,1
7/23/2011,96,199,131,32,1,23,3,41,3
7/24/2011,85,174,120,25,1,27,3,33,2
7/25/2011,100,198,162,36,0,20,2,23,4
7/26/2011,100,236,159,42,1,18,4,69,1
7/27/2011,88,274,146,39,2,35,4,59,0
7/28/2011,90,248,152,41,0,34,1,54,1
7/29/2011,99,217,158,41,2,18,6,66,1
7/30/2011,76,213,130,32,2,20,1,46,1
7/31/2011,107,213,141,32,1,16,4,22,0
8/1/2011,73,198,134,45,1,23,1,21,0
8/2/2011,117,294,125,39,3,27,0,60,1
8/3/2011,85,259,154,33,2,28,4,48,3
8/4/2011,81,258,144,36,0,29,1,66,0
8/5/2011,87,228,144,44,2,21,3,53,0
8/6/2011,99,211,118,36,1,26,2,59,0
8/7/2011,108,189,126,32,0,16,2,23,1
8/8/2011,117,225,179,50,0,24,6,15,0
8/9/2011,82,314,145,32,0,27,1,48,0
8/10/2011,93,345,144,43,1,23,3,54,0
8/11/2011,97,298,146,36,3,25,0,53,0
8/12/2011,91,303,148,33,2,24,1,71,1
8/13/2011,79,231,125,33,2,25,3,70,0
8/14/2011,99,162,110,30,1,17,2,31,0
8/15/2011,91,294,137,40,0,21,4,25,1
8/16/2011,86,283,153,45,0,12,5,77,1
8/17/2011,104,335,152,35,2,21,1,60,0
8/18/2011,100,225,144,43,3,33,4,49,0
8/19/2011,67,185,155,38,1,22,2,60,0
8/20/2011,96,233,124,22,0,22,2,55,0
8/21/2011,80,194,97,35,2,28,2,23,0
8/22/2011,94,233,162,45,1,18,0,16,0
8/23/2011,79,245,140,40,1,29,1,60,1
8/24/2011,80,224,149,33,1,26,2,67,0
8/25/2011,76,213,128,42,0,31,3,40,1
8/26/2011,101,207,129,42,1,16,1,63,1
8/27/2011,101,140,92,32,0,19,2,31,0
8/28/2011,63,95,96,31,2,15,3,20,2
8/29/2011,91,195,167,68,0,44,1,23,1
8/30/2011,99,303,149,51,1,17,3,47,2
8/31/2011,88,245,137,39,2,22,1,51,2
9/1/2011,100,250,166,39,1,21,1,70,0
9/2/2011,82,256,134,33,2,27,1,62,2
9/3/2011,101,215,139,27,2,19,2,67,0
9/4/2011,105,180,126,29,1,17,1,31,1
9/5/2011,113,150,133,31,4,23,1,31,3
9/6/2011,66,156,135,53,1,23,5,50,4
9/7/2011,68,225,152,30,2,27,4,63,2
9/8/2011,96,199,142,39,2,24,2,58,2
9/9/2011,99,200,132,35,0,27,0,80,1
9/10/2011,111,244,123,28,2,35,3,60,1
9/11/2011,122,189,112,21,2,34,3,24,5
9/12/2011,97,157,178,40,2,23,4,20,0
9/13/2011,104,212,169,46,3,25,5,45,2
9/14/2011,105,223,151,48,5,28,3,67,0
9/15/2011,96,186,155,31,4,22,2,58,0
9/16/2011,98,217,147,24,1,20,4,73,0
9/17/2011,79,217,144,22,3,26,4,48,0
9/18/2011,87,163,131,27,0,29,6,19,0
9/19/2011,97,183,149,50,4,26,3,22,0
9/20/2011,104,223,138,44,2,26,4,61,1
9/21/2011,111,239,145,46,3,20,0,58,0
9/22/2011,98,244,144,50,3,29,0,60,0
9/23/2011,110,167,131,40,0,37,5,47,2
9/24/2011,102,200,124,43,1,22,1,59,0
9/25/2011,120,169,136,34,3,29,5,18,1
9/26/2011,121,173,167,45,0,33,2,27,1
9/27/2011,117,225,161,35,2,26,3,52,0
9/28/2011,114,219,168,39,1,18,0,56,3
9/29/2011,82,240,142,34,4,24,1,67,1
9/30/2011,93,190,158,39,4,28,0,65,4
10/1/2011,91,204,112,36,1,25,3,58,3
10/2/2011,69,118,88,32,1,34,3,15,2
10/3/2011,73,164,143,40,3,21,1,18,1
10/4/2011,81,170,130,30,1,26,5,53,3
10/5/2011,100,184,107,39,3,17,2,51,1
10/6/2011,104,225,134,37,3,27,5,52,0
10/7/2011,87,162,116,34,1,24,1,33,0
10/8/2011,100,218,124,24,2,26,2,48,3
10/9/2011,108,157,122,35,0,19,2,24,0
10/10/2011,77,181,148,43,1,24,4,19,2
10/11/2011,91,210,141,51,2,19,1,49,0
10/12/2011,98,184,141,48,2,20,3,48,0
10/13/2011,105,198,137,35,2,23,1,59,1
10/14/2011,91,206,143,36,0,15,4,48,0
10/15/2011,100,221,135,29,1,28,6,52,1
10/16/2011,77,165,107,31,3,21,3,23,1
10/17/2011,95,187,164,40,3,23,3,21,3
10/18/2011,117,232,132,41,0,24,6,69,1
10/19/2011,104,189,149,34,0,26,3,52,1
10/20/2011,105,214,153,26,0,14,2,54,1
10/21/2011,111,171,139,35,0,23,2,66,1
10/22/2011,86,192,125,32,3,23,2,68,1
10/23/2011,82,190,123,32,2,30,2,33,0
10/24/2011,104,155,166,39,5,25,0,18,2
10/25/2011,95,220,140,54,4,27,2,67,3
10/26/2011,113,212,138,44,2,26,2,57,0
10/27/2011,78,177,136,34,0,20,0,47,1
10/28/2011,96,152,147,34,3,21,2,56,0
10/29/2011,67,135,107,27,2,21,0,30,1
10/30/2011,85,146,117,34,2,22,2,20,0
10/31/2011,84,184,159,51,4,20,1,10,0
11/1/2011,86,202,160,34,4,22,4,57,1
11/2/2011,79,214,122,30,5,24,3,49,0
11/3/2011,98,222,110,19,1,19,3,54,0
11/4/2011,87,189,135,36,2,16,2,57,1
11/5/2011,73,164,113,25,1,14,3,46,1
11/6/2011,113,170,121,33,1,23,3,23,0
11/7/2011,103,164,167,44,3,28,2,35,0
11/8/2011,83,208,129,52,3,24,3,45,0
11/9/2011,114,234,131,34,1,30,1,55,1
11/10/2011,89,226,131,39,2,28,1,50,1
11/11/2011,83,210,140,24,2,23,3,52,1
11/12/2011,100,168,146,35,1,24,3,54,1
11/13/2011,92,153,92,30,0,20,1,37,1
11/14/2011,101,190,141,48,0,37,1,36,2
11/15/2011,105,184,143,31,4,28,5,64,0
11/16/2011,113,164,140,44,2,20,5,35,1
11/17/2011,83,192,133,46,0,22,6,41,1
11/18/2011,88,176,130,31,3,25,1,40,1
11/19/2011,78,197,124,32,1,35,2,48,2
11/20/2011,98,163,131,32,1,27,0,35,0
11/21/2011,95,155,163,47,0,32,5,24,0
11/22/2011,74,152,120,39,0,28,1,36,1
11/23/2011,95,156,123,35,0,31,2,40,1
11/24/2011,72,79,62,27,2,17,0,16,0
11/25/2011,77,172,138,49,2,29,3,52,1
11/26/2011,83,216,123,36,1,17,0,57,1
11/27/2011,68,199,137,28,5,19,1,31,2
11/28/2011,109,166,162,48,5,35,1,20,0
11/29/2011,104,156,160,47,5,31,4,26,0
11/30/2011,73,183,121,35,2,31,0,31,1
12/1/2011,84,161,144,33,3,35,3,56,0
12/2/2011,96,177,129,37,3,32,1,42,2
12/3/2011,63,182,131,33,0,20,1,57,1
12/4/2011,81,153,101,28,3,21,5,28,0
12/5/2011,92,185,144,37,1,20,4,27,1
12/6/2011,93,206,151,35,1,21,2,63,0
12/7/2011,78,163,105,33,0,26,4,41,2
12/8/2011,110,181,142,16,0,16,3,52,0
12/9/2011,86,177,121,49,1,18,3,55,0
12/10/2011,75,205,131,29,3,23,1,62,3
12/11/2011,74,132,109,24,2,17,4,30,0
12/12/2011,106,142,122,33,3,26,3,23,0
12/13/2011,91,173,150,26,1,28,3,55,1
12/14/2011,87,184,129,35,4,28,4,60,1
12/15/2011,88,191,146,42,1,33,3,39,1
12/16/2011,96,190,144,31,3,23,3,48,0
12/17/2011,88,150,119,31,4,23,4,42,1
12/18/2011,72,124,95,28,4,19,2,18,2
12/19/2011,96,165,127,39,1,22,0,24,0
12/20/2011,84,186,140,41,4,21,1,45,2
12/21/2011,85,164,119,38,2,39,2,52,0
12/22/2011,105,197,141,46,1,36,2,54,0
12/23/2011,83,160,149,33,0,36,2,43,2
12/24/2011,72,127,111,30,1,19,1,30,0
12/25/2011,66,67,52,19,1,13,3,6,1
12/26/2011,72,122,110,39,1,26,2,19,1
12/27/2011,51,181,92,42,1,27,3,35,0
12/28/2011,69,174,128,39,8,33,2,43,1
12/29/2011,76,184,125,36,2,28,2,39,1
12/30/2011,92,174,110,42,2,26,1,51,1
12/31/2011,75,159,103,26,1,18,1,43,2
1/1/2012,124,156,92,31,4,23,4,30,4
1/2/2012,70,144,121,39,4,30,1,14,0
1/3/2012,99,174,118,41,3,24,1,47,1
1/4/2012,74,174,99,38,1,17,0,50,0
1/5/2012,85,204,124,36,2,30,3,67,0
1/6/2012,106,196,112,28,2,22,4,58,0
1/7/2012,74,182,110,35,2,22,2,46,0
1/8/2012,68,163,93,34,0,19,1,29,0
1/9/2012,94,151,129,53,1,26,1,18,2
1/10/2012,87,204,103,35,2,16,1,62,5
1/11/2012,91,179,115,44,3,23,4,58,2
1/12/2012,66,199,134,40,1,19,1,60,0
